REGION_NO,ADM2_EN,ADM3_EN,ADM3_CODE,TOTAL_EMPLOYED,FOREST_EMPLOYED,PERCENT_FOREST
8,LEYTE,Santa Fe,PH083744000,122.0,0.0,0.0
8,LEYTE,Tabango,PH083745000,112.0,11.0,9.82
8,LEYTE,Tabontabon,PH083746000,12.0,0.0,0.0
8,LEYTE,City of Tacloban,PH083747000,6348.0,12.0,0.19
8,LEYTE,Tanauan,PH083748000,144.0,1.0,0.69
8,LEYTE,Tolosa,PH083749000,80.0,0.0,0.0
8,LEYTE,Tunga,PH083750000,4.0,0.0,0.0
8,LEYTE,Villaba,PH083751000,139.0,1.0,0.72
15,MAGUINDANAO,Ampatuan,PH153801000,251.0,0.0,0.0
15,MAGUINDANAO,Buldon,PH153802000,175.0,0.0,0.0
15,MAGUINDANAO,Buluan,PH153803000,178.0,2.0,1.12
15,MAGUINDANAO,Datu Paglas,PH153805000,55.0,0.0,0.0
15,MAGUINDANAO,Datu Piang,PH153806000,142.0,0.0,0.0
15,MAGUINDANAO,Datu Odin Sinsuat,PH153807000,495.0,4.0,0.81
15,MAGUINDANAO,Shariff Aguak,PH153808000,266.0,1.0,0.38
15,MAGUINDANAO,Matanog,PH153809000,230.0,1.0,0.43
15,MAGUINDANAO,Pagalungan,PH153810000,226.0,0.0,0.0
15,MAGUINDANAO,Parang,PH153811000,279.0,0.0,0.0
15,MAGUINDANAO,Sultan Kudarat,PH153812000,694.0,4.0,0.58
15,MAGUINDANAO,Sultan Sa Barongis,PH153813000,116.0,0.0,0.0
15,MAGUINDANAO,Kabuntalan,PH153814000,40.0,0.0,0.0
15,MAGUINDANAO,Upi,PH153815000,457.0,1.0,0.22
15,MAGUINDANAO,Talayan,PH153816000,74.0,0.0,0.0
15,MAGUINDANAO,South Upi,PH153817000,261.0,0.0,0.0
15,MAGUINDANAO,Barira,PH153818000,257.0,0.0,0.0
15,MAGUINDANAO,Gen. S.K. Pendatun,PH153819000,116.0,0.0,0.0
15,MAGUINDANAO,Mamasapano,PH153820000,179.0,0.0,0.0
15,MAGUINDANAO,Talitay,PH153821000,74.0,0.0,0.0
15,MAGUINDANAO,Pagagawan,PH153822000,304.0,0.0,0.0
15,MAGUINDANAO,Paglat,PH153823000,150.0,0.0,0.0
15,MAGUINDANAO,Sultan Mastura,PH153824000,203.0,0.0,0.0
15,MAGUINDANAO,Guindulungan,PH153825000,90.0,0.0,0.0
15,MAGUINDANAO,Datu Saudi Ampatuan,PH153826000,115.0,1.0,0.87
15,MAGUINDANAO,Datu Unsay,PH153827000,198.0,0.0,0.0
15,MAGUINDANAO,Datu Abdullah Sangki,PH153828000,133.0,1.0,0.75
15,MAGUINDANAO,Rajah Buayan,PH153829000,106.0,0.0,0.0
13,MAGUINDANAO,Datu Blah T. Sinsuat,PH153830000,1.0,0.0,0.0
15,MAGUINDANAO,Datu Anggal Midtimbang,PH153831000,96.0,0.0,0.0
15,MAGUINDANAO,Mangudadatu,PH153832000,40.0,0.0,0.0
15,MAGUINDANAO,Pandag,PH153833000,65.0,0.0,0.0
15,MAGUINDANAO,Northern Kabuntalan,PH153834000,132.0,0.0,0.0
15,MAGUINDANAO,Datu Salibo,PH153836000,69.0,0.0,0.0
15,MAGUINDANAO,Shariff Saydona Mustapha,PH153837000,34.0,0.0,0.0
17,MARINDUQUE,Boac,PH174001000,1492.0,0.0,0.0
17,MARINDUQUE,Buenavista,PH174002000,618.0,1.0,0.16
17,MARINDUQUE,Gasan,PH174003000,510.0,2.0,0.39
17,MARINDUQUE,Mogpog,PH174004000,748.0,1.0,0.13
17,MARINDUQUE,Santa Cruz,PH174005000,1277.0,4.0,0.31
17,MARINDUQUE,Torrijos,PH174006000,653.0,0.0,0.0
5,MASBATE,Aroroy,PH054101000,527.0,0.0,0.0
5,MASBATE,Baleno,PH054102000,208.0,0.0,0.0
5,MASBATE,Balud,PH054103000,349.0,0.0,0.0
5,MASBATE,Batuan,PH054104000,129.0,0.0,0.0
5,MASBATE,Cataingan,PH054105000,569.0,1.0,0.18
5,MASBATE,Cawayan,PH054106000,402.0,7.0,1.74
5,MASBATE,Claveria,PH054107000,325.0,2.0,0.62
5,MASBATE,Dimasalang,PH054108000,186.0,0.0,0.0
5,MASBATE,Esperanza,PH054109000,162.0,0.0,0.0
5,MASBATE,Mandaon,PH054110000,283.0,2.0,0.71
5,MASBATE,City of Masbate,PH054111000,571.0,1.0,0.18
5,MASBATE,Milagros,PH054112000,491.0,2.0,0.41
5,MASBATE,Mobo,PH054113000,165.0,2.0,1.21
5,MASBATE,Monreal,PH054114000,301.0,1.0,0.33
5,MASBATE,Palanas,PH054115000,208.0,1.0,0.48
5,MASBATE,Pio V. Corpus,PH054116000,211.0,0.0,0.0
5,MASBATE,Placer,PH054117000,505.0,5.0,0.99
5,MASBATE,San Fernando,PH054118000,49.0,0.0,0.0
5,MASBATE,San Jacinto,PH054119000,243.0,0.0,0.0
5,MASBATE,San Pascual,PH054120000,217.0,0.0,0.0
5,MASBATE,Uson,PH054121000,577.0,0.0,0.0
10,MISAMIS OCCIDENTAL,Aloran,PH104201000,376.0,1.0,0.27
10,MISAMIS OCCIDENTAL,Baliangao,PH104202000,168.0,4.0,2.38
10,MISAMIS OCCIDENTAL,Bonifacio,PH104203000,286.0,2.0,0.7
10,MISAMIS OCCIDENTAL,Calamba,PH104204000,162.0,5.0,3.09
10,MISAMIS OCCIDENTAL,Clarin,PH104205000,404.0,6.0,1.49
10,MISAMIS OCCIDENTAL,Concepcion,PH104206000,68.0,0.0,0.0
10,MISAMIS OCCIDENTAL,Jimenez,PH104207000,327.0,6.0,1.83
10,MISAMIS OCCIDENTAL,Lopez Jaena,PH104208000,276.0,5.0,1.81
10,MISAMIS OCCIDENTAL,City of Oroquieta,PH104209000,893.0,16.0,1.79
10,MISAMIS OCCIDENTAL,City of Ozamiz,PH104210000,1776.0,13.0,0.73
10,MISAMIS OCCIDENTAL,Panaon,PH104211000,115.0,2.0,1.74
10,MISAMIS OCCIDENTAL,Plaridel,PH104212000,241.0,2.0,0.83
10,MISAMIS OCCIDENTAL,Sapang Dalaga,PH104213000,193.0,2.0,1.04
10,MISAMIS OCCIDENTAL,Sinacaban,PH104214000,156.0,3.0,1.92
10,MISAMIS OCCIDENTAL,City of Tangub,PH104215000,579.0,3.0,0.52
10,MISAMIS OCCIDENTAL,Tudela,PH104216000,252.0,3.0,1.19
10,MISAMIS OCCIDENTAL,Don Victoriano Chiongbian,PH104217000,296.0,0.0,0.0
10,MISAMIS ORIENTAL,Alubijid,PH104301000,244.0,3.0,1.23
10,MISAMIS ORIENTAL,Balingasag,PH104302000,699.0,5.0,0.72
10,MISAMIS ORIENTAL,Balingoan,PH104303000,34.0,0.0,0.0
10,MISAMIS ORIENTAL,Binuangan,PH104304000,85.0,2.0,2.35
10,MISAMIS ORIENTAL,City of Cagayan De Oro,PH104305000,6650.0,22.0,0.33
10,MISAMIS ORIENTAL,Claveria,PH104306000,423.0,2.0,0.47
10,MISAMIS ORIENTAL,City of El Salvador,PH104307000,262.0,0.0,0.0
10,MISAMIS ORIENTAL,City of Gingoog,PH104308000,623.0,11.0,1.77
10,MISAMIS ORIENTAL,Gitagum,PH104309000,254.0,12.0,4.72
10,MISAMIS ORIENTAL,Initao,PH104310000,278.0,4.0,1.44
10,MISAMIS ORIENTAL,Jasaan,PH104311000,281.0,1.0,0.36
10,MISAMIS ORIENTAL,Kinoguitan,PH104312000,95.0,1.0,1.05
10,MISAMIS ORIENTAL,Lagonglong,PH104313000,207.0,3.0,1.45
10,MISAMIS ORIENTAL,Laguindingan,PH104314000,189.0,0.0,0.0
10,MISAMIS ORIENTAL,Libertad,PH104315000,71.0,0.0,0.0
10,MISAMIS ORIENTAL,Lugait,PH104316000,156.0,2.0,1.28
10,MISAMIS ORIENTAL,Magsaysay,PH104317000,293.0,4.0,1.37
10,MISAMIS ORIENTAL,Manticao,PH104318000,151.0,1.0,0.66
10,MISAMIS ORIENTAL,Medina,PH104319000,142.0,2.0,1.41
10,MISAMIS ORIENTAL,Naawan,PH104320000,186.0,4.0,2.15
10,MISAMIS ORIENTAL,Opol,PH104321000,266.0,0.0,0.0
10,MISAMIS ORIENTAL,Salay,PH104322000,310.0,3.0,0.97
10,MISAMIS ORIENTAL,Sugbongcogon,PH104323000,70.0,1.0,1.43
10,MISAMIS ORIENTAL,Tagoloan,PH104324000,481.0,0.0,0.0
10,MISAMIS ORIENTAL,Talisayan,PH104325000,203.0,9.0,4.43
10,MISAMIS ORIENTAL,Villanueva,PH104326000,223.0,0.0,0.0
14,MOUNTAIN PROVINCE,Barlig,PH144401000,378.0,0.0,0.0
14,MOUNTAIN PROVINCE,Bauko,PH144402000,1571.0,1.0,0.06
14,MOUNTAIN PROVINCE,Besao,PH144403000,386.0,0.0,0.0
14,MOUNTAIN PROVINCE,Bontoc,PH144404000,1350.0,6.0,0.44
14,MOUNTAIN PROVINCE,Natonin,PH144405000,562.0,1.0,0.18
14,MOUNTAIN PROVINCE,Paracelis,PH144406000,1156.0,0.0,0.0
14,MOUNTAIN PROVINCE,Sabangan,PH144407000,493.0,0.0,0.0
14,MOUNTAIN PROVINCE,Sadanga,PH144408000,522.0,7.0,1.34
14,MOUNTAIN PROVINCE,Sagada,PH144409000,722.0,1.0,0.14
14,MOUNTAIN PROVINCE,Tadian,PH144410000,1000.0,1.0,0.1
6,NEGROS OCCIDENTAL,City of Bacolod,PH064501000,6569.0,0.0,0.0
6,NEGROS OCCIDENTAL,City of Bago,PH064502000,314.0,0.0,0.0
6,NEGROS OCCIDENTAL,Binalbagan,PH064503000,84.0,0.0,0.0
6,NEGROS OCCIDENTAL,City of Cadiz,PH064504000,280.0,0.0,0.0
6,NEGROS OCCIDENTAL,Calatrava,PH064505000,146.0,2.0,1.37
6,NEGROS OCCIDENTAL,Candoni,PH064506000,37.0,0.0,0.0
6,NEGROS OCCIDENTAL,Cauayan,PH064507000,344.0,13.0,3.78
6,NEGROS OCCIDENTAL,Enrique B. Magalona,PH064508000,232.0,2.0,0.86
6,NEGROS OCCIDENTAL,City of Escalante,PH064509000,189.0,0.0,0.0
6,NEGROS OCCIDENTAL,City of Himamaylan,PH064510000,270.0,0.0,0.0
6,NEGROS OCCIDENTAL,Hinigaran,PH064511000,309.0,0.0,0.0
6,NEGROS OCCIDENTAL,Hinoba-An,PH064512000,107.0,0.0,0.0
6,NEGROS OCCIDENTAL,Ilog,PH064513000,52.0,0.0,0.0
6,NEGROS OCCIDENTAL,Isabela,PH064514000,184.0,0.0,0.0
6,NEGROS OCCIDENTAL,City of Kabankalan,PH064515000,414.0,0.0,0.0
6,NEGROS OCCIDENTAL,City of La Carlota,PH064516000,78.0,0.0,0.0
6,NEGROS OCCIDENTAL,La Castellana,PH064517000,265.0,0.0,0.0
6,NEGROS OCCIDENTAL,Manapla,PH064518000,118.0,0.0,0.0
6,NEGROS OCCIDENTAL,Moises Padilla,PH064519000,107.0,0.0,0.0
6,NEGROS OCCIDENTAL,Murcia,PH064520000,345.0,3.0,0.87
6,NEGROS OCCIDENTAL,Pontevedra,PH064521000,184.0,0.0,0.0
6,NEGROS OCCIDENTAL,Pulupandan,PH064522000,24.0,0.0,0.0
6,NEGROS OCCIDENTAL,City of Sagay,PH064523000,255.0,0.0,0.0
6,NEGROS OCCIDENTAL,City of San Carlos,PH064524000,444.0,1.0,0.23
6,NEGROS OCCIDENTAL,San Enrique,PH064525000,59.0,0.0,0.0
6,NEGROS OCCIDENTAL,City of Silay,PH064526000,293.0,1.0,0.34
6,NEGROS OCCIDENTAL,City of Sipalay,PH064527000,61.0,0.0,0.0
6,NEGROS OCCIDENTAL,City of Talisay,PH064528000,208.0,0.0,0.0
6,NEGROS OCCIDENTAL,Toboso,PH064529000,46.0,0.0,0.0
6,NEGROS OCCIDENTAL,Valladolid,PH064530000,156.0,1.0,0.64
6,NEGROS OCCIDENTAL,City of Victorias,PH064531000,230.0,0.0,0.0
6,NEGROS OCCIDENTAL,Salvador Benedicto,PH064532000,42.0,0.0,0.0
7,NEGROS ORIENTAL,Amlan,PH074601000,26.0,0.0,0.0
7,NEGROS ORIENTAL,Ayungon,PH074602000,311.0,0.0,0.0
7,NEGROS ORIENTAL,Bacong,PH074603000,104.0,0.0,0.0
7,NEGROS ORIENTAL,City of Bais,PH074604000,331.0,3.0,0.91
7,NEGROS ORIENTAL,Basay,PH074605000,75.0,1.0,1.33
7,NEGROS ORIENTAL,City of Bayawan,PH074606000,501.0,1.0,0.2
7,NEGROS ORIENTAL,Bindoy,PH074607000,224.0,0.0,0.0
7,NEGROS ORIENTAL,City of Canlaon,PH074608000,163.0,0.0,0.0
7,NEGROS ORIENTAL,Dauin,PH074609000,138.0,1.0,0.72
7,NEGROS ORIENTAL,City of Dumaguete,PH074610000,1049.0,2.0,0.19
7,NEGROS ORIENTAL,City of Guihulngan,PH074611000,761.0,4.0,0.53
7,NEGROS ORIENTAL,Jimalalud,PH074612000,42.0,0.0,0.0
7,NEGROS ORIENTAL,La Libertad,PH074613000,218.0,3.0,1.38
7,NEGROS ORIENTAL,Mabinay,PH074614000,307.0,1.0,0.33
7,NEGROS ORIENTAL,Manjuyod,PH074615000,155.0,0.0,0.0
7,NEGROS ORIENTAL,Pamplona,PH074616000,194.0,2.0,1.03
7,NEGROS ORIENTAL,San Jose,PH074617000,144.0,4.0,2.78
7,NEGROS ORIENTAL,Santa Catalina,PH074618000,416.0,3.0,0.72
7,NEGROS ORIENTAL,Siaton,PH074619000,270.0,1.0,0.37
7,NEGROS ORIENTAL,Sibulan,PH074620000,233.0,1.0,0.43
7,NEGROS ORIENTAL,City of Tanjay,PH074621000,281.0,0.0,0.0
7,NEGROS ORIENTAL,Tayasan,PH074622000,197.0,1.0,0.51
7,NEGROS ORIENTAL,Valencia,PH074623000,105.0,1.0,0.95
7,NEGROS ORIENTAL,Vallehermoso,PH074624000,134.0,1.0,0.75
7,NEGROS ORIENTAL,Zamboanguita,PH074625000,136.0,0.0,0.0
12,NORTH COTABATO,Alamada,PH124701000,260.0,0.0,0.0
12,NORTH COTABATO,Carmen,PH124702000,792.0,2.0,0.25
12,NORTH COTABATO,Kabacan,PH124703000,276.0,0.0,0.0
12,NORTH COTABATO,City of Kidapawan,PH124704000,946.0,0.0,0.0
12,NORTH COTABATO,Libungan,PH124705000,246.0,0.0,0.0
12,NORTH COTABATO,Magpet,PH124706000,439.0,2.0,0.46
12,NORTH COTABATO,Makilala,PH124707000,363.0,4.0,1.1
12,NORTH COTABATO,Matalam,PH124708000,443.0,4.0,0.9
12,NORTH COTABATO,Midsayap,PH124709000,715.0,2.0,0.28
12,NORTH COTABATO,M'Lang,PH124710000,314.0,0.0,0.0
12,NORTH COTABATO,Pigkawayan,PH124711000,328.0,2.0,0.61
12,NORTH COTABATO,Pikit,PH124712000,823.0,0.0,0.0
12,NORTH COTABATO,President Roxas,PH124713000,189.0,3.0,1.59
12,NORTH COTABATO,Tulunan,PH124714000,329.0,1.0,0.3
12,NORTH COTABATO,Antipas,PH124715000,271.0,0.0,0.0
12,NORTH COTABATO,Banisilan,PH124716000,40.0,0.0,0.0
12,NORTH COTABATO,Aleosan,PH124717000,171.0,0.0,0.0
12,NORTH COTABATO,Arakan,PH124718000,199.0,0.0,0.0
8,NORTHERN SAMAR,Allen,PH084801000,288.0,0.0,0.0
8,NORTHERN SAMAR,Biri,PH084802000,60.0,0.0,0.0
8,NORTHERN SAMAR,Bobon,PH084803000,272.0,1.0,0.37
8,NORTHERN SAMAR,Capul,PH084804000,118.0,0.0,0.0
8,NORTHERN SAMAR,Catarman,PH084805000,1447.0,0.0,0.0
8,NORTHERN SAMAR,Catubig,PH084806000,352.0,1.0,0.28
8,NORTHERN SAMAR,Gamay,PH084807000,326.0,1.0,0.31
8,NORTHERN SAMAR,Laoang,PH084808000,729.0,2.0,0.27
8,NORTHERN SAMAR,Lapinig,PH084809000,106.0,0.0,0.0
8,NORTHERN SAMAR,Las Navas,PH084810000,289.0,0.0,0.0
8,NORTHERN SAMAR,Lavezares,PH084811000,142.0,0.0,0.0
8,NORTHERN SAMAR,Mapanas,PH084812000,140.0,0.0,0.0
8,NORTHERN SAMAR,Mondragon,PH084813000,421.0,2.0,0.48
8,NORTHERN SAMAR,Palapag,PH084814000,283.0,1.0,0.35
8,NORTHERN SAMAR,Pambujan,PH084815000,437.0,0.0,0.0
8,NORTHERN SAMAR,Rosario,PH084816000,77.0,0.0,0.0
8,NORTHERN SAMAR,San Antonio,PH084817000,162.0,1.0,0.62
8,NORTHERN SAMAR,San Isidro,PH084818000,203.0,1.0,0.49
8,NORTHERN SAMAR,San Jose,PH084819000,243.0,1.0,0.41
8,NORTHERN SAMAR,San Roque,PH084820000,314.0,3.0,0.96
8,NORTHERN SAMAR,San Vicente,PH084821000,23.0,0.0,0.0
8,NORTHERN SAMAR,Silvino Lobos,PH084822000,30.0,0.0,0.0
8,NORTHERN SAMAR,Victoria,PH084823000,205.0,0.0,0.0
8,NORTHERN SAMAR,Lope De Vega,PH084824000,248.0,0.0,0.0
3,NUEVA ECIJA,Aliaga,PH034901000,218.0,0.0,0.0
3,NUEVA ECIJA,Bongabon,PH034902000,281.0,2.0,0.71
3,NUEVA ECIJA,City of Cabanatuan,PH034903000,792.0,0.0,0.0
3,NUEVA ECIJA,Cabiao,PH034904000,243.0,0.0,0.0
3,NUEVA ECIJA,Carranglan,PH034905000,89.0,0.0,0.0
3,NUEVA ECIJA,Cuyapo,PH034906000,224.0,0.0,0.0
3,NUEVA ECIJA,Gabaldon,PH034907000,193.0,0.0,0.0
3,NUEVA ECIJA,City of Gapan,PH034908000,341.0,0.0,0.0
3,NUEVA ECIJA,General Mamerto Natividad,PH034909000,2.0,0.0,0.0
3,NUEVA ECIJA,General Tinio,PH034910000,184.0,0.0,0.0
3,NUEVA ECIJA,Guimba,PH034911000,458.0,0.0,0.0
3,NUEVA ECIJA,Jaen,PH034912000,250.0,0.0,0.0
3,NUEVA ECIJA,Laur,PH034913000,93.0,0.0,0.0
3,NUEVA ECIJA,Licab,PH034914000,31.0,0.0,0.0
3,NUEVA ECIJA,Llanera,PH034915000,139.0,0.0,0.0
3,NUEVA ECIJA,Lupao,PH034916000,161.0,0.0,0.0
3,NUEVA ECIJA,Science City of Muñoz,PH034917000,238.0,0.0,0.0
3,NUEVA ECIJA,Nampicuan,PH034918000,2.0,0.0,0.0
3,NUEVA ECIJA,City of Palayan,PH034919000,124.0,0.0,0.0
3,NUEVA ECIJA,Pantabangan,PH034920000,141.0,0.0,0.0
3,NUEVA ECIJA,Peñaranda,PH034921000,57.0,0.0,0.0
3,NUEVA ECIJA,Quezon,PH034922000,130.0,0.0,0.0
3,NUEVA ECIJA,Rizal,PH034923000,130.0,0.0,0.0
3,NUEVA ECIJA,San Antonio,PH034924000,138.0,0.0,0.0
3,NUEVA ECIJA,San Isidro,PH034925000,216.0,0.0,0.0
3,NUEVA ECIJA,San Jose City,PH034926000,439.0,0.0,0.0
3,NUEVA ECIJA,San Leonardo,PH034927000,106.0,0.0,0.0
3,NUEVA ECIJA,Santa Rosa,PH034928000,124.0,0.0,0.0
3,NUEVA ECIJA,Santo Domingo,PH034929000,243.0,0.0,0.0
3,NUEVA ECIJA,Talavera,PH034930000,277.0,0.0,0.0
3,NUEVA ECIJA,Talugtug,PH034931000,25.0,0.0,0.0
3,NUEVA ECIJA,Zaragoza,PH034932000,66.0,0.0,0.0
2,NUEVA VIZCAYA,Ambaguio,PH025001000,253.0,0.0,0.0
2,NUEVA VIZCAYA,Aritao,PH025002000,501.0,0.0,0.0
2,NUEVA VIZCAYA,Bagabag,PH025003000,589.0,1.0,0.17
2,NUEVA VIZCAYA,Bambang,PH025004000,668.0,1.0,0.15
2,NUEVA VIZCAYA,Bayombong,PH025005000,825.0,0.0,0.0
2,NUEVA VIZCAYA,Diadi,PH025006000,181.0,0.0,0.0
2,NUEVA VIZCAYA,Dupax del Norte,PH025007000,412.0,0.0,0.0
2,NUEVA VIZCAYA,Dupax del Sur,PH025008000,315.0,0.0,0.0
2,NUEVA VIZCAYA,Kasibu,PH025009000,749.0,0.0,0.0
2,NUEVA VIZCAYA,Kayapa,PH025010000,397.0,0.0,0.0
2,NUEVA VIZCAYA,Quezon,PH025011000,197.0,0.0,0.0
2,NUEVA VIZCAYA,Santa Fe,PH025012000,192.0,0.0,0.0
2,NUEVA VIZCAYA,Solano,PH025013000,842.0,0.0,0.0
2,NUEVA VIZCAYA,Villaverde,PH025014000,102.0,0.0,0.0
2,NUEVA VIZCAYA,Alfonso Castaneda,PH025015000,69.0,0.0,0.0
17,OCCIDENTAL MINDORO,Abra De Ilog,PH175101000,297.0,0.0,0.0
17,OCCIDENTAL MINDORO,Calintaan,PH175102000,261.0,0.0,0.0
3,OCCIDENTAL MINDORO,Looc,PH175103000,1.0,0.0,0.0
17,OCCIDENTAL MINDORO,Lubang,PH175104000,120.0,0.0,0.0
17,OCCIDENTAL MINDORO,Magsaysay,PH175105000,412.0,0.0,0.0
17,OCCIDENTAL MINDORO,Mamburao,PH175106000,616.0,0.0,0.0
17,OCCIDENTAL MINDORO,Paluan,PH175107000,94.0,0.0,0.0
17,OCCIDENTAL MINDORO,Rizal,PH175108000,477.0,1.0,0.21
17,OCCIDENTAL MINDORO,Sablayan,PH175109000,1156.0,4.0,0.35
17,OCCIDENTAL MINDORO,San Jose,PH175110000,1900.0,3.0,0.16
17,OCCIDENTAL MINDORO,Santa Cruz,PH175111000,466.0,0.0,0.0
17,ORIENTAL MINDORO,Baco,PH175201000,298.0,1.0,0.34
17,ORIENTAL MINDORO,Bansud,PH175202000,243.0,0.0,0.0
17,ORIENTAL MINDORO,Bongabong,PH175203000,542.0,0.0,0.0
17,ORIENTAL MINDORO,Bulalacao,PH175204000,232.0,2.0,0.86
17,ORIENTAL MINDORO,City of Calapan,PH175205000,869.0,1.0,0.12
17,ORIENTAL MINDORO,Gloria,PH175206000,407.0,1.0,0.25
17,ORIENTAL MINDORO,Mansalay,PH175207000,340.0,1.0,0.29
17,ORIENTAL MINDORO,Naujan,PH175208000,625.0,3.0,0.48
17,ORIENTAL MINDORO,Pinamalayan,PH175209000,627.0,2.0,0.32
17,ORIENTAL MINDORO,Pola,PH175210000,287.0,5.0,1.74
17,ORIENTAL MINDORO,Puerto Galera,PH175211000,255.0,3.0,1.18
17,ORIENTAL MINDORO,Roxas,PH175212000,436.0,0.0,0.0
17,ORIENTAL MINDORO,San Teodoro,PH175213000,99.0,0.0,0.0
17,ORIENTAL MINDORO,Socorro,PH175214000,304.0,1.0,0.33
17,ORIENTAL MINDORO,Victoria,PH175215000,263.0,2.0,0.76
17,PALAWAN,Aborlan,PH175301000,504.0,3.0,0.6
10,PALAWAN,Agutaya,PH175302000,2.0,0.0,0.0
17,PALAWAN,Araceli,PH175303000,88.0,1.0,1.14
17,PALAWAN,Balabac,PH175304000,177.0,0.0,0.0
17,PALAWAN,Bataraza,PH175305000,683.0,0.0,0.0
17,PALAWAN,Brooke'S Point,PH175306000,515.0,1.0,0.19
17,PALAWAN,Busuanga,PH175307000,33.0,0.0,0.0
17,PALAWAN,Cagayancillo,PH175308000,2.0,0.0,0.0
17,PALAWAN,Coron,PH175309000,308.0,1.0,0.32
17,PALAWAN,Cuyo,PH175310000,142.0,2.0,1.41
17,PALAWAN,Dumaran,PH175311000,243.0,0.0,0.0
17,PALAWAN,El Nido,PH175312000,448.0,1.0,0.22
17,PALAWAN,Linapacan,PH175313000,2.0,0.0,0.0
17,PALAWAN,Magsaysay,PH175314000,85.0,1.0,1.18
17,PALAWAN,Narra,PH175315000,635.0,2.0,0.31
17,PALAWAN,City of Puerto Princesa,PH175316000,5939.0,29.0,0.49
17,PALAWAN,Quezon,PH175317000,380.0,3.0,0.79
17,PALAWAN,Roxas,PH175318000,490.0,1.0,0.2
17,PALAWAN,San Vicente,PH175319000,279.0,0.0,0.0
17,PALAWAN,Taytay,PH175320000,596.0,2.0,0.34
17,PALAWAN,Culion,PH175322000,30.0,0.0,0.0
17,PALAWAN,Rizal,PH175323000,415.0,10.0,2.41
17,PALAWAN,Sofronio Española,PH175324000,229.0,4.0,1.75
3,PAMPANGA,City of Angeles,PH035401000,7113.0,0.0,0.0
3,PAMPANGA,Apalit,PH035402000,308.0,0.0,0.0
3,PAMPANGA,Arayat,PH035403000,334.0,0.0,0.0
3,PAMPANGA,Bacolor,PH035404000,182.0,0.0,0.0
3,PAMPANGA,Candaba,PH035405000,203.0,0.0,0.0
3,PAMPANGA,Floridablanca,PH035406000,331.0,1.0,0.3
3,PAMPANGA,Guagua,PH035407000,380.0,0.0,0.0
3,PAMPANGA,Lubao,PH035408000,301.0,0.0,0.0
3,PAMPANGA,Mabalacat City,PH035409000,1249.0,0.0,0.0
3,PAMPANGA,Macabebe,PH035410000,215.0,0.0,0.0
3,PAMPANGA,Magalang,PH035411000,166.0,0.0,0.0
3,PAMPANGA,Masantol,PH035412000,70.0,0.0,0.0
3,PAMPANGA,Mexico,PH035413000,561.0,0.0,0.0
3,PAMPANGA,Minalin,PH035414000,52.0,0.0,0.0
3,PAMPANGA,Porac,PH035415000,258.0,0.0,0.0
3,PAMPANGA,City of San Fernando,PH035416000,1290.0,0.0,0.0
3,PAMPANGA,San Luis,PH035417000,68.0,0.0,0.0
3,PAMPANGA,San Simon,PH035418000,93.0,0.0,0.0
3,PAMPANGA,Santa Ana,PH035419000,189.0,0.0,0.0
3,PAMPANGA,Santa Rita,PH035420000,76.0,0.0,0.0
3,PAMPANGA,Santo Tomas,PH035421000,38.0,0.0,0.0
3,PAMPANGA,Sasmuan,PH035422000,29.0,0.0,0.0
1,PANGASINAN,Agno,PH015501000,48.0,0.0,0.0
1,PANGASINAN,Aguilar,PH015502000,140.0,0.0,0.0
1,PANGASINAN,City of Alaminos,PH015503000,89.0,0.0,0.0
1,PANGASINAN,Alcala,PH015504000,110.0,0.0,0.0
1,PANGASINAN,Anda,PH015505000,110.0,0.0,0.0
1,PANGASINAN,Asingan,PH015506000,70.0,0.0,0.0
1,PANGASINAN,Balungao,PH015507000,52.0,0.0,0.0
1,PANGASINAN,Bani,PH015508000,79.0,0.0,0.0
1,PANGASINAN,Basista,PH015509000,109.0,0.0,0.0
1,PANGASINAN,Bautista,PH015510000,83.0,0.0,0.0
1,PANGASINAN,Bayambang,PH015511000,162.0,0.0,0.0
1,PANGASINAN,Binalonan,PH015512000,85.0,0.0,0.0
1,PANGASINAN,Binmaley,PH015513000,115.0,0.0,0.0
1,PANGASINAN,Bolinao,PH015514000,122.0,4.0,3.28
1,PANGASINAN,Bugallon,PH015515000,130.0,1.0,0.77
1,PANGASINAN,Burgos,PH015516000,24.0,0.0,0.0
1,PANGASINAN,Calasiao,PH015517000,226.0,0.0,0.0
1,PANGASINAN,City of Dagupan,PH015518000,688.0,0.0,0.0
1,PANGASINAN,Dasol,PH015519000,6.0,0.0,0.0
1,PANGASINAN,Infanta,PH015520000,126.0,0.0,0.0
1,PANGASINAN,Labrador,PH015521000,24.0,0.0,0.0
1,PANGASINAN,Lingayen,PH015522000,166.0,0.0,0.0
1,PANGASINAN,Malasiqui,PH015524000,328.0,0.0,0.0
1,PANGASINAN,Manaoag,PH015525000,86.0,0.0,0.0
1,PANGASINAN,Mangaldan,PH015526000,293.0,0.0,0.0
1,PANGASINAN,Mangatarem,PH015527000,194.0,1.0,0.52
1,PANGASINAN,Mapandan,PH015528000,82.0,0.0,0.0
1,PANGASINAN,Natividad,PH015529000,41.0,0.0,0.0
1,PANGASINAN,Pozorrubio,PH015530000,61.0,0.0,0.0
1,PANGASINAN,Rosales,PH015531000,146.0,0.0,0.0
1,PANGASINAN,City of San Carlos,PH015532000,407.0,0.0,0.0
